amount,account_age_days,distance_from_home_km,transaction_velocity_1h,hour,is_international,has_chargeback_history,avg_ticket_30d,is_night_txn,channel_in_store,day_of_week,device_type_mobile,merchant_category_travel,device_type_desktop,channel_online,is_weekend,merchant_category_utilities,device_type_pos_terminal,merchant_category_gaming,merchant_category_groceries,is_fraud
142.15,840.0,15.75,4.0,11.0,0.0,0.0,192.07,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
654.32,1165.0,0.76,2.0,15.0,0.0,0.0,159.62,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.56,2190.0,39.35,1.0,14.0,0.0,0.0,197.45,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
200.65,3613.0,0.85,1.0,23.0,0.0,1.0,164.04,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
34.01,1126.0,26.2,3.0,8.0,0.0,1.0,184.22,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
478.44,1574.0,0.44,1.0,8.0,0.0,0.0,109.98,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
46.74,3522.0,7.38,3.0,15.0,0.0,0.0,159.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
266.8,1897.0,24.09,2.0,13.0,0.0,1.0,381.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
239.82,399.0,22.01,0.0,3.0,0.0,0.0,340.79,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
33.21,1240.0,29.69,1.0,6.0,0.0,1.0,166.33,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
268.25,1715.0,2.35,0.0,19.0,1.0,0.0,239.73,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
129.62,300.0,1.47,2.0,2.0,0.0,0.0,166.02,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
306.35,3537.0,10.88,5.0,4.0,0.0,0.0,204.11,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
122.52,310.0,32.46,4.0,17.0,0.0,0.0,273.97,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
269.0,1104.0,6.31,3.0,22.0,0.0,0.0,459.94,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
185.56,1927.0,32.9,0.0,20.0,0.0,0.0,96.35,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
268.41,1268.0,17.45,0.0,17.0,0.0,0.0,76.83,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
302.34,1031.0,3.65,3.0,6.0,0.0,0.0,276.85,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
170.13,2611.0,5.34,3.0,18.0,0.0,0.0,179.16,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
148.62,2475.0,8.27,1.0,9.0,0.0,0.0,320.89,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
296.61,1096.0,18.86,1.0,7.0,0.0,0.0,90.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131.26,1826.0,7.22,2.0,6.0,1.0,0.0,231.54,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
172.97,2314.0,21.98,1.0,7.0,0.0,0.0,252.52,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
541.52,2327.0,34.05,1.0,15.0,0.0,0.0,170.99,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
202.27,371.0,23.55,1.0,19.0,1.0,0.0,376.46,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
337.72,1286.0,3.33,3.0,15.0,1.0,0.0,61.72,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
114.96,457.0,4.7,6.0,20.0,0.0,0.0,350.53,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
266.2,1319.0,9.74,5.0,6.0,0.0,0.0,619.96,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
176.54,634.0,9.05,3.0,14.0,0.0,0.0,150.22,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
151.87,3516.0,4.06,3.0,16.0,0.0,0.0,127.87,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
30.24,1167.0,4.8,2.0,9.0,0.0,0.0,304.36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
83.75,3216.0,11.7,1.0,18.0,0.0,0.0,82.42,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
682.49,1384.0,32.11,5.0,13.0,0.0,0.0,86.12,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
183.8,1136.0,19.29,1.0,6.0,0.0,0.0,413.23,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
203.32,465.0,0.13,6.0,16.0,0.0,0.0,252.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
380.64,2575.0,11.85,2.0,1.0,0.0,0.0,82.89,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
248.13,3494.0,33.8,1.0,18.0,0.0,0.0,175.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151.04,2923.0,7.75,3.0,4.0,0.0,0.0,120.51,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
152.27,527.0,4.84,1.0,10.0,0.0,0.0,173.63,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
77.68,1537.0,8.28,2.0,18.0,0.0,0.0,219.72,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
282.4,2974.0,1.5,3.0,19.0,0.0,0.0,82.47,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
289.67,3423.0,21.17,2.0,8.0,0.0,0.0,138.65,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
205.22,3484.0,35.76,1.0,15.0,1.0,0.0,104.58,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
180.11,1244.0,33.21,2.0,2.0,0.0,0.0,540.13,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
291.56,3647.0,34.38,3.0,20.0,0.0,1.0,397.91,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
75.97,1658.0,10.33,1.0,5.0,0.0,0.0,93.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
258.02,98.0,2.64,1.0,19.0,1.0,0.0,145.38,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
561.69,204.0,39.49,3.0,12.0,0.0,0.0,413.04,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
117.9,814.0,42.2,2.0,9.0,0.0,0.0,341.27,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
166.74,3630.0,7.28,3.0,8.0,0.0,0.0,71.18,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
464.54,323.0,0.88,2.0,18.0,0.0,0.0,97.01,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
205.48,3603.0,32.38,5.0,7.0,0.0,0.0,318.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
356.51,1396.0,7.63,3.0,14.0,0.0,0.0,60.68,0.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
269.08,2648.0,16.87,1.0,0.0,0.0,0.0,195.77,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
285.45,144.0,21.04,1.0,15.0,0.0,0.0,158.86,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
112.31,2053.0,4.29,2.0,3.0,0.0,0.0,203.82,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
109.28,630.0,41.25,3.0,5.0,0.0,0.0,388.7,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
324.06,119.0,19.06,4.0,17.0,0.0,0.0,110.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
55.99,2745.0,8.78,2.0,18.0,0.0,0.0,123.01,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
172.79,508.0,14.67,1.0,2.0,1.0,0.0,177.45,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
291.8,464.0,6.47,1.0,2.0,0.0,0.0,251.61,1.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
166.08,117.0,4.47,1.0,2.0,0.0,1.0,7.51,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
181.5,279.0,11.91,3.0,4.0,0.0,0.0,34.28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
368.85,1565.0,5.19,3.0,6.0,0.0,0.0,152.5,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
502.93,1320.0,23.01,3.0,8.0,0.0,0.0,168.76,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
864.67,1021.0,17.58,5.0,12.0,0.0,0.0,355.93,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
473.91,1953.0,4.16,1.0,18.0,0.0,0.0,627.72,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
139.71,2649.0,10.06,4.0,1.0,0.0,0.0,149.54,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
96.32,1480.0,11.96,3.0,9.0,0.0,0.0,86.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
141.31,2534.0,48.26,4.0,0.0,0.0,0.0,140.18,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
295.31,789.0,14.83,1.0,14.0,0.0,0.0,159.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
153.24,2458.0,21.59,2.0,21.0,0.0,0.0,119.32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
116.07,1126.0,22.54,4.0,22.0,0.0,0.0,465.99,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
544.5,1184.0,60.9,5.0,1.0,0.0,0.0,316.41,1.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
149.3,3608.0,16.05,3.0,17.0,1.0,0.0,183.77,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
278.99,3314.0,13.73,1.0,19.0,0.0,0.0,136.91,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
273.75,2677.0,31.17,2.0,19.0,0.0,0.0,124.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31.17,3291.0,14.52,1.0,1.0,0.0,0.0,271.84,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
522.4,3043.0,15.07,1.0,3.0,1.0,0.0,171.27,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
71.64,175.0,99.95,1.0,8.0,0.0,0.0,115.79,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50.45,730.0,7.26,1.0,1.0,0.0,1.0,295.21,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
135.85,2971.0,5.18,3.0,8.0,0.0,0.0,267.64,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97.54,698.0,1.29,2.0,5.0,0.0,0.0,156.38,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
467.55,3288.0,22.87,5.0,20.0,0.0,0.0,180.73,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
245.18,509.0,1.72,2.0,21.0,0.0,0.0,117.11,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
125.63,981.0,10.54,6.0,6.0,0.0,0.0,98.05,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
48.45,2973.0,29.73,3.0,17.0,0.0,0.0,451.16,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
266.48,3302.0,28.65,1.0,0.0,0.0,0.0,273.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
160.48,2837.0,3.41,3.0,9.0,0.0,0.0,300.16,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
293.24,1513.0,0.84,2.0,21.0,0.0,0.0,115.84,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
246.35,3145.0,28.75,2.0,21.0,0.0,0.0,73.83,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
100.4,2496.0,3.09,6.0,9.0,0.0,0.0,308.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
320.31,1425.0,4.41,2.0,15.0,0.0,0.0,640.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63.79,3321.0,26.15,4.0,1.0,0.0,0.0,81.96,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
155.01,669.0,13.76,0.0,19.0,1.0,0.0,51.23,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
172.23,2828.0,11.73,2.0,5.0,1.0,0.0,69.41,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
191.06,3332.0,11.7,2.0,2.0,1.0,0.0,128.79,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
59.98,2295.0,10.21,2.0,12.0,0.0,0.0,45.63,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
451.83,3228.0,7.68,2.0,19.0,0.0,0.0,478.54,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.19,420.0,40.44,1.0,14.0,0.0,1.0,245.91,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
37.37,946.0,7.39,1.0,11.0,0.0,1.0,158.32,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
252.11,243.0,19.38,2.0,6.0,0.0,0.0,191.21,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
676.12,943.0,13.59,6.0,2.0,0.0,0.0,720.61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.99,1091.0,3.43,5.0,0.0,0.0,1.0,106.07,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
372.21,2555.0,37.44,0.0,0.0,0.0,0.0,66.48,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
201.59,772.0,0.4,2.0,8.0,0.0,0.0,346.66,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
62.3,1130.0,4.59,2.0,13.0,0.0,0.0,227.28,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
171.12,609.0,7.74,2.0,0.0,0.0,0.0,124.23,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
569.97,2143.0,6.81,2.0,14.0,0.0,0.0,93.69,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
485.17,2073.0,3.11,2.0,17.0,0.0,0.0,321.16,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
972.35,1884.0,19.13,4.0,4.0,1.0,0.0,349.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
330.78,2059.0,35.28,3.0,10.0,1.0,0.0,158.12,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
132.42,1699.0,2.25,5.0,7.0,0.0,0.0,108.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
367.56,2163.0,6.51,2.0,18.0,0.0,0.0,271.48,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
109.84,3327.0,11.96,2.0,9.0,0.0,0.0,62.99,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
182.64,98.0,4.05,2.0,18.0,1.0,0.0,198.41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
110.57,3639.0,2.61,2.0,0.0,1.0,0.0,451.19,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
329.8,3338.0,29.65,3.0,21.0,1.0,0.0,235.42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
309.35,583.0,5.13,2.0,23.0,0.0,0.0,408.55,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
119.02,3561.0,6.03,4.0,16.0,1.0,0.0,279.92,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
427.33,2694.0,2.81,3.0,19.0,1.0,0.0,196.84,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
521.64,355.0,36.64,0.0,17.0,0.0,0.0,198.09,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
133.49,3280.0,1.24,2.0,6.0,0.0,0.0,182.59,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
270.18,377.0,0.52,0.0,3.0,0.0,0.0,114.3,1.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
543.38,2203.0,0.68,4.0,20.0,0.0,0.0,233.47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
253.08,716.0,26.38,2.0,0.0,0.0,0.0,35.89,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
155.26,912.0,10.63,0.0,14.0,0.0,0.0,200.96,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
188.44,215.0,53.09,4.0,0.0,0.0,0.0,166.99,1.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
132.13,1788.0,11.46,1.0,4.0,0.0,0.0,216.95,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
436.45,2173.0,1.67,2.0,7.0,0.0,0.0,397.39,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
400.29,1680.0,0.7,4.0,18.0,0.0,0.0,53.99,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
107.49,619.0,20.81,4.0,2.0,0.0,0.0,289.08,1.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
125.47,314.0,10.51,2.0,2.0,0.0,0.0,157.45,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51.28,1611.0,17.06,3.0,5.0,0.0,0.0,290.59,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
296.88,2782.0,9.78,1.0,10.0,1.0,0.0,159.07,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73.46,433.0,5.82,2.0,7.0,0.0,0.0,82.93,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
737.99,2556.0,15.04,2.0,18.0,0.0,0.0,143.77,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
97.57,3320.0,0.82,6.0,11.0,0.0,0.0,96.03,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28.53,446.0,13.85,3.0,21.0,0.0,0.0,232.41,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
70.79,3557.0,1.31,3.0,21.0,0.0,0.0,72.78,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
247.38,3026.0,6.55,2.0,6.0,0.0,0.0,123.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
186.34,153.0,20.86,2.0,17.0,0.0,0.0,210.02,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
95.74,3339.0,20.05,1.0,14.0,0.0,0.0,87.23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
179.19,3593.0,5.4,3.0,15.0,0.0,0.0,314.83,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
121.23,698.0,3.97,1.0,20.0,0.0,0.0,140.45,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
291.7,2057.0,2.29,2.0,4.0,0.0,0.0,536.78,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
76.17,680.0,5.61,2.0,20.0,0.0,0.0,95.63,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
221.9,2058.0,52.81,1.0,13.0,0.0,0.0,112.74,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
228.97,2240.0,0.63,1.0,0.0,0.0,0.0,238.01,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
190.87,1689.0,1.73,1.0,9.0,1.0,1.0,253.53,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
267.1,716.0,1.4,0.0,2.0,0.0,0.0,82.72,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
177.63,3220.0,5.68,2.0,7.0,0.0,0.0,361.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
327.29,1526.0,25.69,2.0,4.0,0.0,0.0,159.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
190.75,3332.0,11.45,1.0,15.0,0.0,0.0,278.44,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
449.6,370.0,1.84,1.0,0.0,0.0,0.0,271.68,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
221.02,950.0,15.06,1.0,2.0,0.0,0.0,178.25,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
430.43,2314.0,25.11,5.0,21.0,0.0,0.0,351.52,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
123.25,487.0,31.21,1.0,9.0,0.0,0.0,75.32,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
84.55,3375.0,22.48,5.0,1.0,0.0,0.0,76.36,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
325.57,2303.0,36.35,4.0,18.0,0.0,0.0,174.28,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
193.44,2090.0,9.23,3.0,21.0,0.0,0.0,298.02,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
18.23,631.0,4.07,4.0,7.0,0.0,0.0,199.86,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
105.6,52.0,4.38,5.0,7.0,0.0,0.0,205.31,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
248.26,1904.0,18.36,3.0,13.0,0.0,1.0,84.39,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
180.75,2646.0,0.81,1.0,1.0,0.0,0.0,413.82,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
101.58,1154.0,5.0,1.0,23.0,0.0,0.0,158.34,1.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
192.2,758.0,15.36,1.0,9.0,0.0,0.0,207.73,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
