transaction_id,customer_id,amount,hour,day_of_week,merchant_category,device_type,channel,distance_from_home_km,transaction_velocity_1h,account_age_days,avg_ticket_30d,is_international,has_chargeback_history,is_weekend,is_night_txn,is_fraud
TXN-00001522,27221,318.57,16,6,fuel,mobile,atm,4.69,0,102,500.05,0,0,1,0,0
TXN-00001523,23540,308.8,10,2,groceries,desktop,in_store,23.24,2,1471,111.6,0,0,0,0,0
TXN-00001524,64322,115.64,14,0,groceries,mobile,online,1.0,2,3320,280.96,0,0,0,0,0
TXN-00001525,14263,153.29,15,4,fuel,mobile,in_store,16.87,2,3186,371.04,0,1,0,0,0
TXN-00001526,38711,133.2,3,5,electronics,tablet,in_store,0.88,8,3609,196.4,0,0,1,1,0
TXN-00001527,22438,447.01,4,2,gaming,tablet,in_store,32.96,1,2090,61.41,0,0,0,1,0
TXN-00001528,11850,32.98,18,2,fuel,mobile,online,24.45,0,1819,158.45,0,0,0,0,0
TXN-00001529,92693,171.7,22,6,fashion,mobile,in_store,18.73,3,412,81.85,0,0,1,0,0
TXN-00001530,18083,183.26,23,5,travel,mobile,in_store,24.47,2,3092,239.94,0,1,1,1,0
TXN-00001531,10833,129.3,6,5,groceries,tablet,online,5.1,2,3230,92.94,0,1,1,0,0
TXN-00001532,93959,84.9,19,3,electronics,desktop,online,24.45,3,1926,35.69,0,0,0,0,0
TXN-00001533,26948,15.7,16,0,fashion,tablet,online,4.06,4,3351,216.5,0,0,0,0,0
TXN-00001534,83489,173.94,13,1,fuel,mobile,in_store,17.3,3,2725,228.55,0,0,0,0,0
TXN-00001535,12815,283.29,3,5,groceries,mobile,online,9.14,0,3264,139.93,0,0,1,1,0
TXN-00001536,23819,198.8,16,3,food_delivery,mobile,in_store,19.47,3,1598,111.55,0,1,0,0,0
TXN-00001537,19956,84.98,2,2,utilities,tablet,online,52.36,3,2786,553.75,0,0,0,1,1
TXN-00001538,73562,184.74,12,6,healthcare,mobile,online,8.78,0,961,1136.57,0,0,1,0,0
TXN-00001539,65812,512.08,8,1,healthcare,desktop,in_store,4.13,1,428,130.51,0,0,0,0,0
TXN-00001540,52794,108.27,0,0,utilities,desktop,online,1.21,1,2617,109.21,0,0,0,1,0
TXN-00001541,31747,221.32,8,2,groceries,tablet,in_store,,2,3592,147.8,0,0,0,0,0
TXN-00001542,17997,245.12,20,6,electronics,mobile,online,6.15,3,1354,8.91,0,0,1,0,0
TXN-00001543,61228,52.66,18,6,gaming,desktop,online,65.8,2,3221,140.43,0,0,1,0,0
TXN-00001544,30764,147.52,5,4,groceries,pos_terminal,online,2.01,3,2757,78.0,1,0,0,1,0
TXN-00001545,63116,148.95,17,1,electronics,mobile,atm,15.22,4,613,126.06,0,0,0,0,0
TXN-00001546,71871,192.82,7,5,travel,tablet,online,9.86,2,1571,146.95,0,0,1,0,1
TXN-00001547,86448,436.79,9,6,electronics,mobile,in_store,5.09,3,43,445.43,0,0,1,0,1
TXN-00001548,54458,65.49,21,5,utilities,mobile,online,10.02,2,923,188.3,0,0,1,0,0
TXN-00001549,10426,455.53,12,5,fashion,mobile,online,1.1,1,1258,222.18,0,0,1,0,0
TXN-00001550,35259,298.76,17,0,groceries,desktop,online,14.56,3,2649,103.01,0,1,0,0,0
TXN-00001551,86802,668.85,23,6,fuel,mobile,in_store,10.07,2,3367,384.22,0,0,1,1,0
TXN-00001552,57992,22.82,13,2,food_delivery,mobile,in_store,71.97,6,1316,91.44,0,0,0,0,0
TXN-00001553,65720,915.86,11,5,fashion,mobile,in_store,26.98,2,976,157.99,0,0,1,0,1
TXN-00001554,51203,50.33,6,4,gaming,pos_terminal,online,2.18,3,2300,45.03,0,0,0,0,0
TXN-00001555,24646,90.66,14,2,groceries,pos_terminal,online,7.64,1,882,140.72,0,0,0,0,0
TXN-00001556,90702,91.42,19,5,healthcare,mobile,online,4.29,4,2386,153.58,0,0,1,0,0
TXN-00001557,79563,288.61,22,2,fashion,mobile,atm,15.65,2,1881,718.44,0,0,0,0,0
TXN-00001558,99565,157.96,12,2,travel,pos_terminal,online,22.25,3,2512,429.69,0,0,0,0,0
TXN-00001559,86993,103.76,6,1,groceries,pos_terminal,online,4.46,3,3346,35.24,0,0,0,0,0
TXN-00001560,36201,588.95,13,6,cash_withdrawal,desktop,in_store,17.76,4,2465,151.26,0,0,1,0,0
TXN-00001561,32883,18.25,23,1,fuel,pos_terminal,online,30.21,1,503,87.67,0,0,0,1,0
TXN-00001562,32362,380.9,4,0,fashion,mobile,online,0.59,2,462,235.89,0,0,0,1,0
TXN-00001563,92690,179.94,14,0,food_delivery,mobile,online,2.84,1,168,122.34,0,0,0,0,0
TXN-00001564,60123,102.15,10,4,gaming,pos_terminal,online,28.84,2,1507,70.93,0,0,0,0,0
TXN-00001565,50900,113.35,17,0,food_delivery,pos_terminal,online,3.61,3,1127,111.18,0,0,0,0,0
TXN-00001566,97142,145.32,8,4,healthcare,pos_terminal,online,5.52,3,33,48.32,0,0,0,0,0
TXN-00001567,64307,92.53,11,2,fashion,pos_terminal,in_store,24.59,5,3405,32.25,0,0,0,0,0
TXN-00001568,91847,339.71,7,4,groceries,mobile,online,58.56,6,756,171.46,0,1,0,0,1
TXN-00001569,98617,135.47,23,6,electronics,pos_terminal,in_store,11.41,3,1051,338.71,0,0,1,1,0
TXN-00001570,17150,305.9,11,0,fashion,mobile,in_store,9.33,3,1588,200.76,0,0,0,0,1
TXN-00001571,42537,114.93,21,3,cash_withdrawal,mobile,online,1.01,1,3459,288.94,0,0,0,0,0
TXN-00001572,76071,218.42,20,3,utilities,desktop,online,2.42,4,2615,160.18,0,0,0,0,0
TXN-00001573,83183,218.35,12,0,food_delivery,mobile,online,6.79,3,3238,76.87,0,0,0,0,0
TXN-00001574,23363,191.35,7,1,utilities,mobile,online,1.04,3,2587,195.09,1,0,0,0,0
TXN-00001575,38655,465.41,13,4,fashion,mobile,in_store,16.82,1,1608,135.81,0,0,0,0,0
TXN-00001576,59335,497.51,5,3,fashion,pos_terminal,in_store,2.34,3,2499,48.9,0,0,0,1,0
TXN-00001577,81928,327.14,11,4,fuel,desktop,online,21.91,0,2710,601.57,0,0,0,0,0
TXN-00001578,20166,403.05,21,2,gaming,pos_terminal,online,10.0,3,594,270.32,0,0,0,0,1
TXN-00001579,64065,314.59,16,0,food_delivery,mobile,in_store,7.05,1,1469,161.94,0,0,0,0,1
TXN-00001580,36679,127.5,18,5,fashion,pos_terminal,in_store,1.29,2,3644,390.01,0,0,1,0,0
TXN-00001581,29471,168.57,13,1,healthcare,mobile,online,18.76,3,1028,43.93,0,0,0,0,0
TXN-00001582,56385,23.03,13,0,gaming,mobile,online,4.9,0,3362,175.15,0,0,0,0,0
TXN-00001583,47261,79.44,14,1,groceries,pos_terminal,in_store,32.5,4,3397,30.62,0,0,0,0,0
TXN-00001584,67213,50.7,16,2,groceries,mobile,online,1.4,3,2897,93.14,0,0,0,0,0
TXN-00001585,38586,101.33,6,1,utilities,pos_terminal,in_store,5.77,0,2329,52.71,0,0,0,0,0
TXN-00001586,84094,231.64,2,6,food_delivery,desktop,in_store,36.23,4,1291,79.13,0,0,1,1,1
TXN-00001587,17029,123.59,5,4,cash_withdrawal,mobile,in_store,7.36,2,3428,222.19,0,0,0,1,0
TXN-00001588,87568,351.3,17,4,travel,pos_terminal,in_store,20.49,2,1282,114.41,0,0,0,0,0
TXN-00001589,12685,82.39,23,0,fashion,desktop,in_store,34.13,5,618,180.39,0,0,0,1,0
TXN-00001590,76229,295.71,21,1,food_delivery,mobile,atm,1.65,2,1033,78.23,0,0,0,0,0
TXN-00001591,41182,75.71,22,3,groceries,desktop,in_store,41.33,4,2207,88.64,0,0,0,0,0
TXN-00001592,44499,443.05,11,5,electronics,mobile,online,2.7,2,1156,38.31,0,0,1,0,0
TXN-00001593,11713,82.23,7,6,groceries,pos_terminal,in_store,39.22,2,737,277.59,0,0,1,0,0
TXN-00001594,73188,265.04,20,2,gaming,desktop,atm,9.27,1,1191,44.83,1,0,0,0,0
TXN-00001595,24893,103.93,9,6,healthcare,desktop,atm,0.67,1,1768,171.71,0,0,1,0,0
TXN-00001596,69323,548.87,13,3,cash_withdrawal,mobile,online,68.82,4,1245,131.57,0,0,0,0,1
TXN-00001597,75265,533.5,22,4,gaming,pos_terminal,online,4.17,0,2280,178.43,0,0,0,0,0
TXN-00001598,86070,258.5,0,4,fuel,tablet,online,0.24,2,471,73.25,0,0,0,1,0
TXN-00001599,73727,254.75,18,6,healthcare,desktop,in_store,13.69,3,2741,384.43,0,1,1,0,0
TXN-00001600,37134,333.17,0,0,groceries,mobile,in_store,2.91,2,1035,182.51,0,0,0,1,0
TXN-00001601,76471,292.13,14,3,groceries,mobile,in_store,2.1,2,2794,122.16,0,0,0,0,0
TXN-00001602,84334,365.27,3,4,healthcare,pos_terminal,online,10.63,4,2282,208.65,0,1,0,1,0
TXN-00001603,38543,80.49,18,3,gaming,pos_terminal,in_store,16.31,3,2238,130.43,0,1,0,0,0
TXN-00001604,21175,191.38,23,4,utilities,desktop,in_store,29.1,1,544,160.62,0,0,0,1,0
TXN-00001605,90100,110.83,13,0,fashion,pos_terminal,online,39.6,5,325,218.2,0,0,0,0,0
TXN-00001606,23314,527.96,22,4,travel,pos_terminal,online,18.43,3,853,206.26,0,1,0,0,1
TXN-00001607,63444,59.57,16,4,food_delivery,desktop,online,25.3,2,1631,123.86,1,0,0,0,1
TXN-00001608,31265,591.66,0,4,electronics,mobile,in_store,8.05,1,2337,144.6,0,0,0,1,0
TXN-00001609,21342,194.06,8,4,fashion,desktop,in_store,2.34,6,318,54.14,0,0,0,0,0
TXN-00001610,79876,369.24,8,1,groceries,mobile,online,6.15,2,3082,223.94,0,0,0,0,0
TXN-00001611,22934,122.67,22,5,food_delivery,pos_terminal,online,117.22,0,2573,222.68,0,0,1,0,0
TXN-00001612,70319,54.58,22,1,travel,tablet,online,17.54,3,922,132.11,0,0,0,0,0
TXN-00001613,72377,513.82,18,5,fashion,desktop,online,8.84,1,2193,443.57,0,0,1,0,0
TXN-00001614,15420,275.72,13,1,food_delivery,pos_terminal,in_store,34.8,3,3389,124.71,0,0,0,0,0
TXN-00001615,25564,65.14,1,4,fashion,desktop,atm,8.44,1,2532,138.55,0,0,0,1,0
TXN-00001616,81491,174.56,19,1,utilities,pos_terminal,in_store,5.5,1,625,94.25,0,0,0,0,0
TXN-00001617,55655,164.22,9,5,utilities,mobile,online,4.78,2,307,125.3,0,0,1,0,0
TXN-00001618,20921,268.75,4,2,fuel,desktop,online,2.98,1,3533,38.31,1,0,0,1,0
TXN-00001619,99258,80.15,20,2,groceries,tablet,online,47.23,4,1723,262.81,0,0,0,0,0
TXN-00001620,33848,63.69,2,1,groceries,pos_terminal,in_store,15.67,1,1109,205.41,0,0,0,1,0
TXN-00001621,10360,211.85,15,2,travel,mobile,in_store,12.75,3,1215,318.65,0,0,0,0,1
TXN-00001622,93174,84.63,7,6,food_delivery,mobile,in_store,17.03,2,2752,65.59,0,0,1,0,0
TXN-00001623,11492,524.81,19,6,food_delivery,mobile,online,26.7,4,2719,120.62,0,0,1,0,0
TXN-00001624,59801,344.67,16,0,healthcare,mobile,online,20.11,2,1289,87.36,0,0,0,0,0
TXN-00001625,99376,337.52,4,4,cash_withdrawal,pos_terminal,atm,0.89,3,2156,180.82,0,0,0,1,0
TXN-00001626,62002,22.36,22,5,electronics,desktop,in_store,4.63,3,1957,114.97,0,0,1,0,0
TXN-00001627,62616,126.94,1,4,fuel,tablet,in_store,7.06,2,2551,122.7,0,0,0,1,0
TXN-00001628,44935,149.9,18,2,travel,mobile,online,4.26,1,83,54.39,0,0,0,0,0
TXN-00001629,21421,72.52,12,5,groceries,tablet,in_store,1.85,0,1987,281.76,0,0,1,0,0
TXN-00001630,61541,292.91,9,4,fashion,pos_terminal,in_store,33.12,4,945,85.86,0,0,0,0,0
TXN-00001631,90756,264.99,11,1,electronics,desktop,in_store,17.52,1,1568,206.63,0,0,0,0,0
TXN-00001632,18199,327.87,8,2,utilities,pos_terminal,online,9.38,2,26,125.71,0,0,0,0,0
TXN-00001633,89233,397.49,18,0,healthcare,pos_terminal,in_store,20.57,3,647,259.5,0,1,0,0,0
TXN-00001634,47353,383.56,20,6,gaming,mobile,in_store,10.16,4,3163,45.0,0,1,1,0,0
TXN-00001635,58257,967.2,20,1,healthcare,mobile,in_store,14.0,2,3536,360.05,0,0,0,0,1
TXN-00001636,24886,186.56,12,0,electronics,pos_terminal,online,3.08,3,2911,119.07,0,0,0,0,0
TXN-00001637,65960,162.21,22,6,groceries,mobile,online,1.03,5,784,527.8,0,0,1,0,0
TXN-00001638,26411,290.15,10,1,gaming,mobile,in_store,0.7,0,607,73.15,0,0,0,0,1
TXN-00001639,34586,447.38,11,4,fuel,mobile,online,12.48,5,1417,155.93,0,0,0,0,0
TXN-00001640,74944,38.72,6,6,gaming,desktop,online,8.04,5,2155,60.04,0,0,1,0,0
TXN-00001641,14546,95.81,19,0,fashion,mobile,in_store,75.14,2,2074,403.93,0,0,0,0,0
TXN-00001642,50245,116.65,16,2,fuel,tablet,online,13.35,0,2897,50.15,0,0,0,0,0
TXN-00001643,63510,201.57,13,1,utilities,mobile,in_store,10.09,1,1925,161.84,0,1,0,0,0
TXN-00001644,21882,127.56,3,1,gaming,pos_terminal,in_store,19.61,1,2499,481.21,0,0,0,1,0
TXN-00001645,36527,401.86,8,6,utilities,mobile,online,1.81,2,614,158.83,0,0,1,0,0
TXN-00001646,40914,223.78,9,2,electronics,mobile,in_store,21.28,2,2317,91.85,1,0,0,0,1
TXN-00001647,69725,172.94,13,1,gaming,mobile,in_store,19.88,1,546,432.77,0,0,0,0,0
TXN-00001648,97902,266.75,18,0,healthcare,pos_terminal,in_store,52.97,0,2504,116.36,0,0,0,0,0
TXN-00001649,85261,26.9,4,5,food_delivery,mobile,in_store,34.17,3,2326,78.84,0,0,1,1,0
TXN-00001650,27078,257.28,16,2,utilities,mobile,online,0.1,1,2170,207.07,0,1,0,0,0
TXN-00001651,11634,86.93,13,0,fashion,tablet,in_store,27.11,1,3064,121.4,0,0,0,0,0
TXN-00001652,14672,352.73,3,2,electronics,mobile,in_store,11.6,2,2628,282.96,0,1,0,1,0
TXN-00001653,63613,32.71,5,6,fashion,desktop,in_store,30.8,1,1011,143.26,0,0,1,1,0
TXN-00001654,24063,279.86,8,1,food_delivery,mobile,in_store,18.06,1,1335,355.15,1,0,0,0,0
TXN-00001655,30815,89.14,13,5,electronics,desktop,online,20.01,4,295,99.78,0,0,1,0,1
TXN-00001656,86264,453.61,9,0,fashion,tablet,in_store,2.93,2,3388,164.56,0,0,0,0,1
TXN-00001657,88649,42.38,17,2,groceries,desktop,atm,28.85,1,855,171.53,0,0,0,0,0
TXN-00001658,85511,195.9,5,4,fashion,mobile,online,35.93,2,1631,207.61,0,0,0,1,0
TXN-00001659,32829,317.03,10,0,groceries,mobile,online,31.39,2,2172,285.01,0,0,0,0,0
TXN-00001660,65770,246.37,4,4,food_delivery,mobile,online,28.23,1,607,84.82,1,0,0,1,0
TXN-00001661,64968,245.18,5,6,utilities,mobile,in_store,10.52,2,2900,190.54,0,0,1,1,0
TXN-00001662,26672,59.08,12,4,fashion,desktop,in_store,17.08,3,3586,47.64,0,0,0,0,0
TXN-00001663,59818,55.23,4,5,electronics,mobile,in_store,1.95,6,1533,218.62,0,0,1,1,0
TXN-00001664,57272,238.19,8,1,food_delivery,desktop,in_store,13.5,3,2410,63.13,0,0,0,0,0
TXN-00001665,45654,211.46,15,3,travel,mobile,online,14.0,3,1069,131.31,0,0,0,0,0
TXN-00001666,77648,75.88,14,4,food_delivery,mobile,in_store,14.13,0,487,120.8,0,0,0,0,0
TXN-00001667,70985,71.79,17,3,healthcare,mobile,online,31.33,2,503,74.69,0,0,0,0,0
TXN-00001668,57938,175.09,15,6,utilities,desktop,online,3.86,1,252,89.12,0,0,1,0,0
TXN-00001669,75318,138.86,22,5,groceries,mobile,online,8.89,1,1282,311.8,0,0,1,0,0
TXN-00001670,78679,653.24,22,6,groceries,mobile,online,9.86,5,3262,244.41,0,0,1,0,0
TXN-00001671,61023,472.28,9,5,groceries,pos_terminal,online,2.1,2,2326,315.56,0,0,1,0,0
TXN-00001672,34090,343.65,14,6,food_delivery,mobile,in_store,10.15,1,77,160.06,0,0,1,0,1
TXN-00001673,78257,512.5,2,5,utilities,mobile,in_store,20.47,4,33,387.04,0,0,1,1,1
TXN-00001674,74584,109.38,19,0,gaming,desktop,online,18.3,2,1882,169.7,0,0,0,0,0
TXN-00001675,98506,124.03,14,6,travel,mobile,online,8.99,0,3580,83.07,0,0,1,0,0
TXN-00001676,23480,425.95,21,6,electronics,mobile,in_store,50.0,1,2920,341.99,0,0,1,0,1
TXN-00001677,47734,195.44,2,4,groceries,pos_terminal,online,0.24,1,1988,224.13,0,0,0,1,0
TXN-00001678,93179,204.81,10,2,electronics,mobile,in_store,14.55,2,1538,211.1,0,0,0,0,0
TXN-00001679,56311,67.2,12,2,electronics,mobile,in_store,37.43,3,1835,363.31,0,0,0,0,0
TXN-00001680,94835,412.5,4,0,travel,mobile,online,9.5,3,1742,161.23,0,0,0,1,0
TXN-00001681,11122,289.7,7,0,travel,mobile,in_store,13.63,0,1927,308.59,1,0,0,0,0
TXN-00001682,13165,152.38,6,2,travel,pos_terminal,in_store,17.24,1,327,307.61,0,0,0,0,0
TXN-00001683,81641,124.82,15,2,groceries,mobile,online,15.28,1,1339,166.48,0,0,0,0,0
TXN-00001684,42258,459.07,16,2,groceries,desktop,in_store,2.6,1,498,116.03,0,0,0,0,0
TXN-00001685,56820,110.55,15,1,fuel,tablet,in_store,2.12,1,1230,435.8,0,0,0,0,0
TXN-00001686,48520,47.95,7,4,fashion,mobile,in_store,13.61,3,118,327.04,0,0,0,0,0
TXN-00001687,46716,476.96,3,2,fashion,desktop,atm,1.35,2,2995,115.49,0,1,0,1,0
TXN-00001688,94551,483.56,3,6,electronics,mobile,online,6.45,4,2014,124.2,0,0,1,1,0
TXN-00001689,18466,110.17,19,6,groceries,mobile,online,10.36,2,3053,268.36,0,0,1,0,0
TXN-00001690,79498,738.8,3,5,food_delivery,tablet,in_store,3.77,2,1056,111.29,0,0,1,1,0
TXN-00001691,90068,178.51,20,5,electronics,mobile,online,10.84,3,2778,42.5,0,0,1,0,0
TXN-00001692,69166,111.26,8,4,travel,pos_terminal,online,14.62,2,3525,192.58,0,0,0,0,0
TXN-00001693,45550,282.89,14,1,utilities,mobile,in_store,0.6,3,3504,103.33,1,0,0,0,0
TXN-00001694,24401,57.58,3,1,travel,mobile,in_store,18.28,3,1007,474.87,0,0,0,1,0
TXN-00001695,71431,84.1,19,3,fashion,mobile,online,0.11,1,1224,327.32,0,0,0,0,0
TXN-00001696,52191,239.32,22,5,groceries,mobile,online,0.99,0,2502,338.32,0,0,1,0,0
TXN-00001697,23443,208.38,22,3,food_delivery,mobile,in_store,1.78,2,3167,463.0,0,0,0,0,0
TXN-00001698,42368,368.15,0,1,fashion,mobile,online,4.13,4,1718,384.36,0,0,0,1,0
TXN-00001699,96538,66.46,21,0,fashion,tablet,online,1.21,4,137,296.55,0,0,0,0,0
TXN-00001700,33884,656.29,5,1,fuel,mobile,in_store,3.74,2,1942,172.09,0,0,0,1,0
TXN-00001701,26059,136.64,13,6,food_delivery,mobile,in_store,26.48,2,1559,401.32,0,0,1,0,1
TXN-00001702,71377,202.66,22,3,electronics,mobile,online,15.51,2,582,128.16,1,0,0,0,1
TXN-00001703,27958,131.49,15,6,fashion,mobile,online,3.53,1,2778,124.5,0,0,1,0,0
TXN-00001704,92790,57.1,19,6,groceries,mobile,in_store,41.63,3,2076,44.0,0,0,1,0,1
TXN-00001705,87307,186.07,5,1,food_delivery,desktop,online,23.16,4,50,112.9,1,0,0,1,1
TXN-00001706,98516,313.96,22,1,healthcare,mobile,in_store,5.35,3,1519,201.11,0,0,0,0,0
TXN-00001707,92131,164.79,15,3,travel,mobile,online,50.61,2,3039,152.93,0,0,0,0,0
TXN-00001708,31938,92.9,21,6,food_delivery,desktop,online,16.21,1,2606,417.66,0,0,1,0,0
TXN-00001709,29093,376.79,0,1,groceries,desktop,in_store,3.15,2,149,266.26,0,0,0,1,0
TXN-00001710,40837,386.83,10,3,fuel,desktop,in_store,25.28,1,1502,137.2,0,0,0,0,0
TXN-00001711,52281,157.98,19,2,utilities,desktop,online,5.35,4,3233,295.45,0,0,0,0,0
TXN-00001712,89198,250.46,2,0,utilities,mobile,in_store,2.96,1,1706,388.67,0,0,0,1,0
TXN-00001713,76013,374.85,5,3,groceries,mobile,online,19.14,1,2938,52.93,0,0,0,1,0
TXN-00001714,67998,311.44,19,4,food_delivery,pos_terminal,online,3.46,2,1550,210.49,0,0,0,0,0
TXN-00001715,89052,245.27,22,4,travel,mobile,in_store,60.17,4,180,225.04,0,0,0,0,1
TXN-00001716,68129,302.32,8,4,fuel,tablet,atm,44.79,2,3306,77.95,0,0,0,0,0
TXN-00001717,44114,263.26,3,5,fuel,mobile,in_store,49.19,0,2679,47.91,0,0,1,1,0
TXN-00001718,47169,194.43,2,6,fashion,desktop,in_store,14.63,1,1647,137.22,0,0,1,1,0
TXN-00001719,56531,65.15,19,6,fashion,mobile,atm,2.23,2,2806,402.89,0,0,1,0,0
TXN-00001720,17989,80.93,18,2,travel,pos_terminal,online,50.23,3,728,105.36,0,0,0,0,0
TXN-00001721,76753,271.62,15,0,groceries,pos_terminal,online,0.58,1,2862,178.86,0,1,0,0,0
TXN-00001722,68749,130.39,0,0,utilities,desktop,in_store,5.2,2,3410,149.72,0,0,0,1,0
TXN-00001723,75801,264.53,8,5,travel,mobile,in_store,14.49,1,2053,63.28,0,0,1,0,0
TXN-00001724,58054,63.48,5,3,travel,mobile,atm,8.04,3,2096,51.94,0,0,0,1,0
TXN-00001725,80465,100.74,13,3,travel,desktop,online,22.14,2,518,157.18,0,1,0,0,0
TXN-00001726,95476,164.78,15,1,electronics,mobile,online,2.52,2,650,39.14,0,0,0,0,0
TXN-00001727,61293,17.1,20,1,electronics,pos_terminal,in_store,31.79,3,2906,178.12,0,0,0,0,0
TXN-00001728,49994,89.42,5,3,travel,mobile,online,43.27,2,2880,80.72,0,0,0,1,1
TXN-00001729,19415,112.49,13,1,groceries,mobile,online,3.18,3,3515,74.28,0,0,0,0,0
TXN-00001730,80080,219.93,1,3,utilities,pos_terminal,in_store,1.96,0,806,176.54,0,0,0,1,0
TXN-00001731,91356,156.89,4,5,fuel,desktop,in_store,2.91,2,2424,136.57,0,0,1,1,0
TXN-00001732,72953,228.81,16,2,groceries,mobile,in_store,0.06,2,2295,74.31,0,1,0,0,0
TXN-00001733,87900,199.78,13,3,gaming,mobile,online,10.15,2,1060,220.95,0,0,0,0,1
TXN-00001734,87507,151.78,7,6,food_delivery,mobile,in_store,28.58,2,2396,420.3,0,0,1,0,0
TXN-00001735,81827,113.14,11,5,food_delivery,tablet,online,23.01,2,1231,116.59,0,0,1,0,0
TXN-00001736,55258,204.95,22,1,utilities,desktop,online,5.17,1,2913,488.71,0,0,0,0,0
TXN-00001737,18987,447.9,7,2,utilities,pos_terminal,online,40.94,5,2362,108.77,0,0,0,0,0
TXN-00001738,10292,112.56,1,1,groceries,tablet,online,10.74,2,2420,76.77,0,0,0,1,0
TXN-00001739,28395,638.57,2,3,healthcare,mobile,in_store,16.23,2,983,348.15,0,0,0,1,0
TXN-00001740,48791,207.9,8,2,groceries,mobile,in_store,6.84,5,3554,164.71,0,0,0,0,0
TXN-00001741,76923,355.24,12,1,food_delivery,mobile,in_store,27.17,4,2565,305.57,0,0,0,0,0
TXN-00001742,51022,252.53,21,3,groceries,mobile,atm,25.65,0,1531,323.8,1,0,0,0,0
TXN-00001743,12082,280.02,13,3,fashion,pos_terminal,online,22.57,1,2731,75.84,0,0,0,0,0
TXN-00001744,28930,88.8,1,3,food_delivery,mobile,online,8.01,4,3118,250.34,0,0,0,1,0
TXN-00001745,98129,129.45,4,2,groceries,pos_terminal,online,2.2,0,2434,206.84,0,0,0,1,0
TXN-00001746,98921,37.74,21,4,electronics,mobile,in_store,2.7,2,2037,138.9,0,0,0,0,0
TXN-00001747,43942,161.84,3,1,travel,desktop,in_store,29.63,0,1839,429.74,0,0,0,1,0
TXN-00001748,82447,299.04,20,0,fashion,mobile,online,25.19,1,1241,350.77,0,1,0,0,0
TXN-00001749,74737,162.78,18,0,fashion,tablet,online,23.51,3,646,125.07,0,0,0,0,0
TXN-00001750,93813,368.97,3,6,gaming,mobile,in_store,13.65,0,1621,166.99,0,0,1,1,0
TXN-00001751,89880,140.04,13,1,utilities,mobile,in_store,9.93,1,1284,222.86,0,0,0,0,0
TXN-00001752,66586,106.61,13,0,groceries,mobile,in_store,4.08,1,554,271.92,0,0,0,0,0
TXN-00001753,45516,124.91,2,0,fashion,desktop,in_store,41.45,1,2986,125.59,0,0,0,1,0
TXN-00001754,66398,319.76,2,4,fashion,mobile,in_store,2.42,2,2650,77.3,0,0,0,1,0
TXN-00001755,38721,548.05,4,2,food_delivery,desktop,in_store,18.51,2,2057,13.56,0,0,0,1,0
TXN-00001756,41327,681.97,22,3,utilities,pos_terminal,online,31.07,2,326,127.69,0,0,0,0,0
TXN-00001757,64786,296.49,1,5,groceries,mobile,online,5.38,0,393,156.64,0,0,1,1,0
TXN-00001758,61425,357.2,23,1,utilities,desktop,online,3.08,3,578,181.7,0,0,0,1,0
TXN-00001759,62288,47.74,14,1,electronics,mobile,in_store,3.27,0,513,148.09,0,0,0,0,0
TXN-00001760,44620,62.19,8,2,groceries,mobile,in_store,3.59,1,2584,104.85,0,0,0,0,0
TXN-00001761,46822,92.27,7,3,groceries,mobile,in_store,11.49,3,2870,176.5,0,0,0,0,0
TXN-00001762,10917,466.39,23,3,travel,mobile,in_store,2.95,2,1317,130.87,1,0,0,1,1
TXN-00001763,64159,461.89,10,6,gaming,mobile,in_store,15.97,5,605,299.02,0,0,1,0,0
TXN-00001764,61820,784.17,6,0,gaming,pos_terminal,online,8.75,0,3511,144.11,0,0,0,0,0
TXN-00001765,94183,90.41,22,5,groceries,mobile,in_store,9.1,0,605,355.75,1,0,1,0,0
TXN-00001766,55384,177.29,14,2,electronics,mobile,in_store,6.23,1,1957,273.62,1,0,0,0,0
TXN-00001767,52087,37.46,17,6,groceries,mobile,in_store,5.54,1,887,181.11,0,0,1,0,0
TXN-00001768,16091,52.97,5,2,utilities,pos_terminal,online,0.32,2,214,284.16,0,0,0,1,0
TXN-00001769,27706,151.3,23,0,healthcare,tablet,in_store,1.98,4,1887,501.9,0,0,0,1,0
TXN-00001770,40423,94.02,0,3,groceries,mobile,online,7.82,1,2983,322.07,0,0,0,1,0
TXN-00001771,43948,95.02,22,5,healthcare,tablet,in_store,40.75,2,637,60.43,1,0,1,0,0
TXN-00001772,42641,116.97,8,3,groceries,mobile,in_store,2.95,0,232,468.26,0,0,0,0,0
TXN-00001773,45469,502.63,0,0,food_delivery,pos_terminal,in_store,4.2,1,900,190.37,0,0,0,1,0
TXN-00001774,79201,404.87,10,6,fashion,mobile,online,7.98,2,3235,463.98,0,0,1,0,0
TXN-00001775,21799,80.04,9,5,food_delivery,mobile,online,3.45,3,3093,154.06,0,0,1,0,0
TXN-00001776,39903,397.18,4,6,groceries,mobile,in_store,10.86,2,2371,302.41,0,0,1,1,0
TXN-00001777,24658,100.82,20,6,utilities,mobile,in_store,4.2,2,3049,130.86,0,0,1,0,0
TXN-00001778,37701,47.08,12,4,utilities,mobile,in_store,12.91,0,383,204.41,0,0,0,0,0
TXN-00001779,71609,113.47,0,3,electronics,pos_terminal,online,10.43,5,793,208.18,1,0,0,1,0
TXN-00001780,14208,235.87,22,6,groceries,mobile,online,5.58,3,1263,394.81,0,0,1,0,1
